Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2016-05-20;17,9906;18,1311;17,9867;18,1311;706;12.722
2016-05-19;17,9058;17,978;17,9058;17,978;834;14.976
2016-05-18;17,8356;17,9251;17,8356;17,8847;604;10.794
2016-05-17;18,0021;18,0021;17,8327;17,8327;919;16.488
2016-05-13;17,8433;18,0271;17,8385;18,0271;1.004;17.981
2016-05-12;17,774;17,774;17,774;17,774;732;13.016
2016-05-11;17,9752;17,9752;17,9058;17,9058;3.088;55.510
2016-05-10;17,9155;17,9424;17,9155;17,9424;1.732;31.046
2016-05-09;17,7971;17,8413;17,7971;17,8231;701;12.506
2016-05-06;17,6671;17,6671;17,6671;17,6671;340;6.001
2016-05-05;17,7586;17,7586;17,7586;17,7586;564;10.017
2016-05-04;17,5651;17,5651;17,5651;17,5651;416;7.298
2016-05-03;17,7528;17,7528;17,5747;17,5747;3.426;60.469
2016-05-02;17,7778;17,7884;17,7441;17,7884;696;12.377
2016-04-29;17,9761;17,9761;17,7653;17,7653;1.202;21.431
2016-04-28;18,2168;18,2168;18,0021;18,0021;701;12.728
2016-04-27;18,16;18,1995;18,1244;18,1619;499;9.053
2016-04-26;18,2524;18,2524;18,2524;18,2524;497;9.063
2016-04-25;18,3285;18,3285;18,237;18,237;649;11.890
2016-04-22;18,2486;18,2486;18,2486;18,2486;42;758
2016-04-20;18,1773;18,3631;18,1629;18,3631;1.327;24.271
2016-04-19;18,2524;18,2524;18,2264;18,2264;2.944;53.695
2016-04-18;18,0358;18,2081;18,03;18,2081;1.807;32.804
2016-04-15;18,1754;18,1754;18,1398;18,1398;1.039;18.875
2016-04-14;18,1513;18,1975;18,1513;18,1975;322;5.855
2016-04-13;18,0021;18,0974;18,0021;18,0974;895;16.194
2016-04-12;17,6777;17,6777;17,5391;17,5391;315;5.536
2016-04-11;17,7249;17,7249;17,7133;17,7133;97;1.712
2016-04-08;17,7595;17,7595;17,7595;17,7595;112;1.992
2016-04-06;17,7335;17,7335;17,7335;17,7335;64;1.142
2016-04-05;17,7942;17,7942;17,7643;17,7643;974;17.338
2016-04-04;17,9405;17,9973;17,8327;17,8327;71;1.265
2016-04-01;17,6941;17,6941;17,6941;17,6941;509;9.006
2016-03-31;17,8962;17,8962;17,8202;17,8327;351;6.268
2016-03-30;17,9289;17,9289;17,9289;17,9289;156;2.794
2016-03-29;17,8818;17,8818;17,8096;17,8413;1.215;21.719
2016-03-23;18,0358;18,0416;18,0358;18,0416;810;14.614
2016-03-22;17,8943;17,8943;17,8943;17,8943;104;1.859
2016-03-21;17,8404;17,9723;17,8365;17,9723;483;8.627
2016-03-18;17,8269;17,8548;17,8269;17,8548;83;1.482
2016-03-17;17,8076;17,8076;17,5574;17,567;1.823;32.234
2016-03-15;17,8375;17,8375;17,8375;17,8375;10;185
2016-03-14;17,7922;17,8308;17,7922;17,8308;328;5.848
2016-03-11;17,7277;17,8096;17,7277;17,7663;1.826;32.432
2016-03-10;17,8895;18,2004;17,617;17,617;492;8.748
2016-03-09;17,8096;17,8096;17,7653;17,7653;143;2.548
2016-03-08;17,6863;17,7999;17,6863;17,7999;1.534;27.265
2016-03-07;17,9135;17,9135;17,8096;17,8096;2.239;39.973
2016-03-04;17,9482;17,9482;17,7393;17,7393;1.827;32.695
2016-03-03;17,927;17,927;17,8086;17,8086;270;4.828
2016-03-02;17,9415;17,9415;17,849;17,9289;1.762;31.504
2016-03-01;17,4871;17,8057;17,4871;17,8057;209;3.704
2016-02-29;17,3639;17,6498;17,3639;17,6498;179;3.120
2016-02-26;17,4861;17,5304;17,462;17,462;1.484;25.948
2016-02-24;17,154;17,154;17,0086;17,0086;62;1.065
2016-02-23;17,1357;17,3013;17,1357;17,3013;372;6.408
2016-02-22;17,1569;17,309;17,1569;17,283;1.904;32.792
2016-02-19;16,8565;16,8565;16,8488;16,8488;1.091;18.380
2016-02-18;16,9913;16,9913;16,9643;16,9643;436;7.405
2016-02-17;16,819;16,9306;16,819;16,9306;322;5.417
2016-02-15;16,5581;16,5581;16,5581;16,5581;182;3.010
2016-02-12;16,0171;16,0171;16,0171;16,0171;32;516
2016-02-11;16,0296;16,0296;15,6532;15,7514;851;13.367
2016-02-10;16,1056;16,3444;16,1056;16,2327;2.083;33.868
2016-02-09;16,1355;16,1355;15,9795;15,9805;1.226;19.661
2016-02-08;16,5648;16,5648;16,0238;16,0623;1.628;26.222
2016-02-04;16,8392;16,8392;16,8344;16,8344;467;7.870
2016-02-03;17,1001;17,1001;16,7314;16,7314;109;1.827
2016-01-28;16,8758;16,8758;16,8421;16,8498;336;5.656
2016-01-27;17,0057;17,2445;16,9432;16,9432;217;3.713
2016-01-26;16,8084;17,1858;16,8084;17,1858;353;6.054
2016-01-25;17,2454;17,2454;17,2454;17,2454;42;717
2016-01-22;17,3022;17,3022;17,3022;17,3022;104;1.797
2016-01-21;16,6457;16,6457;16,6457;16,6457;208;3.458
2016-01-20;16,4676;16,612;16,277;16,277;2.681;44.135
2016-01-19;17,1944;17,1944;17,1944;17,1944;8;143
2016-01-18;16,9095;16,9643;16,9095;16,9643;629;10.645
2016-01-15;17,1193;17,1193;16,6967;16,7603;881;14.778
2016-01-14;16,9432;16,9518;16,9432;16,9518;628;10.653
2016-01-13;17,6238;17,6267;17,0491;17,0491;243;4.282
2016-01-12;17,5092;17,5092;17,361;17,361;34;596
2016-01-11;17,1569;17,3234;17,0972;17,0972;859;14.725
2016-01-08;17,6382;17,6844;17,4341;17,4341;2.073;36.561
2016-01-07;17,5429;17,7075;17,5429;17,7075;449;7.915
2016-01-06;18,1927;18,1927;18,1927;18,1927;105;1.909
2016-01-05;18,2428;18,2428;18,2428;18,2428;1.039;18.950
2016-01-04;18,0945;18,0945;18,0281;18,083;3.656;66.094
2015-12-28;18,3256;18,3256;18,2851;18,2851;2.286;41.822
2015-12-21;18,0637;18,0733;18,0637;18,0733;302;5.462
2015-12-18;18,3477;18,3477;18,2409;18,2409;236;4.313
2015-12-17;18,5489;18,5942;18,5316;18,5942;1.218;22.653
2015-12-16;18,4401;18,4401;18,4401;18,4401;52;958
2015-12-14;18,0146;18,0743;17,7229;17,8346;2.663;47.850
2015-12-11;17,8789;18,056;17,8789;17,9251;1.700;30.413
2015-12-10;18,3159;18,3294;18,3159;18,3294;276;5.064
2015-12-09;18,3102;18,3102;18,108;18,108;56;1.016
2015-12-08;18,6327;18,6852;18,4505;18,4505;495;9.176
2015-12-07;18,7692;18,8894;18,7692;18,8407;1.408;26.518
2015-12-04;18,3542;18,8331;18,3542;18,7758;1.156;21.515
2015-12-03;19,2748;19,396;18,3704;18,3704;4.775;88.246
2015-12-02;19,3158;19,3998;19,1489;19,1489;987;19.120
2015-12-01;19,3044;19,3044;19,2071;19,2586;404;7.788
2015-11-30;19,2987;19,2987;19,2987;19,2987;105;2.023
2015-11-27;19,2376;19,3063;19,2052;19,2052;1.237;23.792
2015-11-26;19,3187;19,3349;19,3187;19,3349;891;17.218
2015-11-25;19,2977;19,3073;19,2491;19,2634;1.238;23.847
2015-11-24;18,9857;19,0964;18,9857;18,9934;368;6.994
2015-11-23;19,1537;19,2576;19,1537;19,2576;466;8.939
2015-11-20;19,1765;19,2014;19,1632;19,2014;1.096;21.042
2015-11-19;19,168;19,168;18,9333;19,0096;1.588;30.282
2015-11-18;18,8961;19,0191;18,8961;19,0191;213;4.024
2015-11-17;18,773;18,8674;18,773;18,8054;690;12.986
2015-11-16;18,3952;18,4696;18,3952;18,461;1.361;25.086
2015-11-13;18,4715;18,5745;18,4181;18,4181;3.415;63.028
2015-11-12;18,7568;18,7568;18,5612;18,585;309;5.775
2015-11-11;18,9581;18,9581;18,8903;18,9018;1.631;30.861
2015-11-10;18,8522;18,9571;18,8522;18,9571;1.201;22.753
2015-11-09;19,0525;19,0525;18,8188;18,8188;8.327;156.782
2015-11-06;19,0916;19,0916;19,0916;19,0916;105;2.001
2015-11-05;18,898;18,898;18,8092;18,8569;244;4.605
2015-11-04;18,8503;18,9285;18,8503;18,9285;108;2.040
2015-11-03;18,7224;18,8474;18,7224;18,8474;172;3.229
2015-11-02;18,3637;18,5326;18,3637;18,5326;67;1.241
2015-10-30;18,5373;18,5373;18,4457;18,4896;813;15.070
2015-10-29;18,6251;18,6251;18,5392;18,5707;1.623;30.152
2015-10-28;18,2969;18,3131;18,2969;18,3131;367;6.717
2015-10-27;18,2292;18,2463;18,1967;18,2215;888;16.190
2015-10-26;18,2406;18,3694;18,2406;18,3084;1.163;21.317
2015-10-23;18,3141;18,3417;18,2883;18,3417;2.105;38.532
2015-10-22;17,4363;17,5728;17,4363;17,5728;105;1.835
2015-10-21;17,5069;17,5127;17,423;17,4936;372;6.508
2015-10-20;17,4688;17,5298;17,3829;17,4173;521;9.084
2015-10-19;17,4096;17,5108;17,4096;17,5012;2.543;44.461
2015-10-16;17,3352;17,3352;17,3352;17,3352;314;5.451
2015-10-15;17,0108;17,2245;17,0108;17,2245;128;2.202
2015-10-14;17,0509;17,0509;17,0137;17,0423;1.133;19.308
2015-10-13;17,1921;17,1921;17,1921;17,1921;581;9.983
2015-10-12;17,2503;17,3009;17,2436;17,3009;910;15.733
2015-10-09;17,2589;17,3409;17,2589;17,2913;320;5.528
2015-10-08;17,2217;17,2217;17,2217;17,2217;587;10.109
2015-10-07;17,3724;17,3724;17,3724;17,3724;31;546
2015-10-06;17,215;17,215;17,1978;17,1978;872;14.998
2015-10-05;16,9326;17,173;16,9269;17,173;95;1.625
2015-10-02;16,8649;16,8868;16,4088;16,8868;1.345;22.292
2015-10-01;16,9393;16,9393;16,9288;16,9288;62;1.047
2015-09-30;16,5252;16,6683;16,4699;16,6512;1.399;23.177
2015-09-29;16,3382;16,3459;16,3382;16,3459;367;5.995
2015-09-28;16,4479;16,4479;16,4479;16,4479;157;2.586
2015-09-25;17,0137;17,0385;16,9984;16,9984;1.342;22.827
2015-09-24;16,4842;16,4842;16,4842;16,4842;157;2.592
2015-09-22;16,8677;16,8677;16,8677;16,8677;839;14.144
2015-09-21;16,863;17,0767;16,863;17,0232;248;4.214
2015-09-18;16,8744;16,8897;16,8744;16,8897;193;3.255
2015-09-17;17,1129;17,1349;17,1129;17,1349;1.085;18.566
2015-09-16;17,1768;17,1768;17,1511;17,1511;455;7.807
2015-09-14;16,7933;16,7933;16,7933;16,7933;639;10.737
2015-09-11;16,7113;16,7113;16,696;16,696;68;1.138
2015-09-09;17,2951;17,2951;17,2951;17,2951;29;508
2015-09-08;17,069;17,069;17,069;17,069;2.620;44.728
2015-09-03;17,1272;17,1272;17,1272;17,1272;210;3.590
2015-09-02;16,7513;16,7847;16,7208;16,7847;466;7.812
2015-09-01;16,696;16,696;16,5052;16,5052;1.414;23.393
2015-08-31;17,1644;17,1644;17,0585;17,0585;231;3.936
2015-08-28;17,1921;17,2494;17,1921;17,2494;52;902
2015-08-27;16,6368;17,0872;16,6368;17,0872;4.510;75.894
2015-08-26;15,9356;16,6292;15,9356;16,6292;393;6.482
2015-08-25;16,0434;16,5443;16,0434;16,3812;3.758;61.605
2015-08-24;16,3201;16,4203;16,2676;16,2676;1.582;25.852
2015-08-21;17,2684;17,526;16,9622;16,9622;5.336;92.165
2015-08-20;18,0832;18,0832;17,6214;17,6214;175;3.111
2015-08-18;18,3904;18,3904;18,3904;18,3904;10;193
2015-08-14;18,1996;18,2559;18,0737;18,2559;234;4.259
2015-08-13;18,1929;18,3055;18,1929;18,2931;220;4.017
2015-08-12;18,0937;18,0937;17,8657;17,9783;196;3.536
2015-08-11;18,4581;18,4581;18,4152;18,4152;1.572;28.998
2015-08-10;18,4372;18,5974;18,4372;18,5326;593;10.991
2015-08-06;18,6518;18,6518;18,6232;18,6232;734;13.676
2015-08-05;18,7606;18,7606;18,7606;18,7606;180;3.382
2015-08-03;18,6327;18,6394;18,6327;18,6394;69;1.289
2015-07-30;18,6165;18,6222;18,6137;18,6222;109;2.030
2015-07-29;18,398;18,398;18,398;18,398;210;3.857
2015-07-28;18,2778;18,3227;18,2778;18,3227;461;8.436
2015-07-27;18,4133;18,4133;18,0927;18,0927;1.520;27.637
2015-07-24;18,4133;18,4133;18,3799;18,3799;368;6.764
2015-07-23;18,7138;18,7138;18,7138;18,7138;31;588
2015-07-22;18,7863;18,7902;18,7634;18,7902;743;13.961
2015-07-21;18,9924;18,9924;18,7987;18,7987;660;12.527
2015-07-20;19,0277;19,0382;19,0277;19,0382;681;12.965
2015-07-17;18,9676;18,9857;18,9676;18,9857;105;1.989
2015-07-16;18,7902;18,9428;18,7902;18,9428;400;7.545
2015-07-15;18,5841;18,5841;18,5841;18,5841;7;136
2015-07-14;18,4934;18,4934;18,4934;18,4934;58;1.066
2015-07-13;18,4276;18,4276;18,4276;18,4276;164;3.013
2015-07-10;18,0574;18,1118;17,984;18,1118;789;14.240
2015-07-09;18,1557;18,1986;18,1557;18,1986;325;5.900
2015-07-08;18,0889;18,0889;18,0889;18,0889;157;2.844
2015-07-03;18,1172;18,1172;18,1172;18,1172;42;768
2015-07-02;18,2313;18,2313;18,2049;18,2049;654;11.913
2015-07-01;18,0767;18,1587;18,0767;18,1587;651;11.778
2015-06-30;17,8862;18,004;17,8862;18,004;864;15.458
2015-06-29;18,1861;18,1861;17,8154;17,8531;5.224;93.965
2015-06-26;18,2879;18,2879;18,1776;18,2502;1.055;19.264
2015-06-25;18,3096;18,3096;18,3096;18,3096;117;2.136
2015-06-24;18,3492;18,3492;18,3492;18,3492;271;4.981
2015-06-23;18,3388;18,3775;18,3388;18,3775;504;9.244
2015-06-22;17,9541;18,0955;17,9541;18,0955;250;4.498
2015-06-17;18,0644;18,0701;18,055;18,0616;1.166;21.068
2015-06-15;17,9559;17,9559;17,9437;17,9437;259;4.644
2015-06-12;18,2379;18,2379;18,2379;18,2379;275;5.009
2015-06-11;18,0606;18,0606;18,0606;18,0606;281;5.075
2015-06-10;17,74;17,74;17,7305;17,7305;1.119;19.844
2015-06-09;17,8456;17,8456;17,8456;17,8456;106;1.892
2015-06-08;18,1332;18,1332;17,8777;17,9041;1.077;19.450
2015-06-05;18,2625;18,2625;18,254;18,254;90;1.646
2015-06-04;17,9258;17,9258;17,9031;17,9031;1.205;21.576
2015-06-02;18,4982;18,4982;18,4982;18,4982;636;11.768
2015-06-01;18,7359;18,7359;18,6878;18,6878;106;1.983
2015-05-29;18,6982;18,6982;18,5831;18,5831;55;1.028
2015-05-28;18,7765;18,7765;18,7765;18,7765;27;498
2015-05-27;18,6491;18,8161;18,6491;18,8161;604;11.298
2015-05-26;18,8047;18,8047;18,6765;18,6765;1.935;36.375
2015-05-22;18,4379;18,4379;18,4379;18,4379;69;1.271
2015-05-21;18,4954;18,518;18,4954;18,518;173;3.200
2015-05-20;18,486;18,5331;18,486;18,5331;38;706
2015-05-19;18,221;18,518;18,221;18,518;698;12.808
2015-05-18;17,9522;17,9522;17,9522;17,9522;106;1.904
2015-05-15;18,1125;18,1125;18,1125;18,1125;1.060;19.205
2015-05-14;17,8975;17,8975;17,8975;17,8975;42;759
2015-05-13;17,9625;17,9625;17,9192;17,9192;573;10.262
2015-05-11;18,3209;18,3209;18,3209;18,3209;164;3.011
2015-05-08;18,0248;18,0248;18,0248;18,0248;636;11.467
2015-05-07;17,6268;17,9229;17,6268;17,9229;954;16.868
2015-05-06;17,8871;17,8871;17,8249;17,8249;2.176;38.915
2015-05-05;18,336;18,3954;18,1078;18,1078;1.606;29.503
2015-05-04;18,2351;18,3671;18,2351;18,3671;318;5.815
2015-04-30;18,0012;18,0418;17,8626;17,8626;1.447;25.932
2015-04-29;18,5907;18,5907;18,1738;18,2493;2.168;39.720
2015-04-28;18,4275;18,6312;18,4275;18,6312;832;15.371
2015-04-27;18,8349;18,9132;18,768;18,768;5.013;94.789
2015-04-24;18,7981;18,8613;18,7699;18,8198;345;6.478
2015-04-22;18,6869;18,9387;18,6869;18,9387;716;13.394
2015-04-21;18,9094;19,0292;18,9094;19,0292;716;13.610
2015-04-20;18,6567;18,8708;18,6567;18,8708;489;9.145
2015-04-17;18,8283;18,8283;18,6218;18,6218;2.434;45.558
2015-04-16;19,1188;19,1188;18,8623;18,934;257;4.858
2015-04-14;19,2046;19,2046;18,8528;18,8528;2.010;38.320
2015-04-13;19,1594;19,215;19,1113;19,1792;2.107;40.390
2015-04-10;19,116;19,116;19,0632;19,0632;58;1.113
2015-04-09;18,651;18,9462;18,651;18,9462;218;4.112
2015-04-08;18,4586;18,4803;18,4445;18,4662;294;5.424
2015-04-07;18,3605;18,5888;18,3605;18,5888;2.078;38.529
2015-04-02;18,303;18,3596;18,2898;18,3596;1.780;32.593
2015-04-01;18,5444;18,5605;18,3954;18,3954;508;9.373
2015-03-31;18,6067;18,6972;18,6067;18,6972;1.060;19.806
2015-03-30;18,3907;18,5397;18,3907;18,5284;3.825;70.791
2015-03-27;18,3398;18,3398;18,1974;18,1974;764;13.987
2015-03-26;18,0097;18,0097;17,8418;17,9465;9.234;166.055
2015-03-25;18,4039;18,4039;18,1314;18,1314;11.090;202.705
2015-03-24;18,5444;18,6359;18,4728;18,6256;1.206;22.355
2015-03-23;18,6425;18,6425;18,6425;18,6425;53;988
2015-03-20;18,883;18,883;18,7566;18,8283;961;18.108
2015-03-19;18,9358;18,9547;18,934;18,934;1.007;19.079
2015-03-18;18,7849;18,8481;18,4945;18,4945;1.490;27.990
2015-03-17;18,8217;18,9245;18,7868;18,9245;797;15.060
2015-03-16;18,801;18,934;18,801;18,934;982;18.537
2015-03-13;18,7746;18,7746;18,7727;18,7727;189;3.543
2015-03-12;18,6454;18,7218;18,5973;18,7218;2.288;42.695
2015-03-11;18,5444;18,7189;18,5444;18,7019;3.528;65.895
2015-03-10;18,5039;18,5218;18,3954;18,3954;3.825;70.718
2015-03-09;18,4643;18,4643;18,3304;18,4105;377;6.934
2015-03-06;18,3945;18,4615;18,353;18,4001;3.636;66.920
2015-03-05;18,319;18,319;18,3115;18,3162;1.697;31.075
2015-03-04;18,2012;18,2181;18,1691;18,2181;424;7.712
2015-03-03;18,2144;18,2238;18,1427;18,1427;985;17.900
2015-03-02;18,1955;18,2257;18,0559;18,2068;2.795;50.726
2015-02-27;18,0851;18,0851;18,0851;18,0851;32;575
2015-02-26;18,0889;18,0889;18,0889;18,0889;29;518
2015-02-25;17,9644;17,9673;17,9644;17,9673;58;1.048
2015-02-24;17,9456;17,9465;17,9192;17,9192;615;11.029
2015-02-23;17,9371;17,9371;17,9135;17,9229;5.610;100.503
2015-02-20;17,7626;17,8758;17,7626;17,8758;387;6.886
2015-02-19;17,7343;17,7503;17,7343;17,7503;345;6.113
2015-02-18;17,7494;17,7909;17,7419;17,7683;2.366;42.030
2015-02-17;17,6645;17,6645;17,6645;17,6645;58;1.030
2015-02-16;17,6881;17,6881;17,6881;17,6881;85;1.500
2015-02-13;17,6268;17,6447;17,6268;17,6447;626;11.037
2015-02-11;17,5928;17,5928;17,5796;17,5796;583;10.255
2015-02-10;17,508;17,508;17,508;17,508;117;2.042
2015-02-09;17,4995;17,4995;17,3495;17,4203;1.003;17.501
2015-02-06;17,2986;17,5702;17,2986;17,5325;1.140;20.018
2015-02-05;17,2184;17,291;17,2137;17,291;497;8.579
2015-02-03;17,1628;17,1911;17,0704;17,0704;910;15.579
2015-02-02;16,9893;16,9893;16,8912;16,8912;318;5.394
2015-01-30;17,0798;17,109;17,0732;17,109;368;6.286
2015-01-29;17,0496;17,2335;16,9185;17,2335;960;16.332
2015-01-28;17,3571;17,3571;17,2213;17,2213;1.172;20.282
2015-01-27;17,2552;17,2552;17,0807;17,1251;1.193;20.445
2015-01-26;17,6117;17,6117;17,4457;17,5419;3.670;64.222
2015-01-23;17,6551;17,8164;17,5627;17,6391;5.517;97.682
2015-01-22;16,8846;17,2081;16,8374;17,2081;2.524;43.266
2015-01-21;16,8063;16,877;16,6743;16,877;2.138;35.684
2015-01-20;16,6865;16,6865;16,6865;16,6865;60;1.009
2015-01-19;16,7657;16,7657;16,7657;16,7657;1.060;17.777
2015-01-16;16,5328;16,7374;16,5328;16,7374;366;6.070
2015-01-15;16,6365;16,6365;16,6007;16,6007;170;2.820
2015-01-14;16,3074;16,3074;16,3074;16,3074;212;3.458
2015-01-12;16,6818;16,6818;16,6818;16,6818;530;8.844
2015-01-09;16,7667;16,7667;16,7667;16,7667;1.060;17.778
2015-01-08;16,5752;16,6969;16,5752;16,6592;4.060;67.635
2015-01-07;16,3809;16,3809;16,3809;16,3809;106;1.737
2015-01-06;16,1395;16,1395;16,1395;16,1395;53;856
2015-01-05;16,5337;16,5677;16,5337;16,5677;2.502;41.393
2015-01-02;16,6931;16,6931;16,3781;16,3781;328;5.448
2014-12-30;16,4668;16,5017;16,4668;16,4988;6.194;102.195
2014-12-29;16,4847;16,545;16,3989;16,545;1.867;30.739
2014-12-23;16,3215;16,4573;16,3159;16,4394;6.436;105.820
2014-12-22;16,2602;16,2602;16,2423;16,2461;909;14.765
2014-12-19;16,1999;16,2216;16,1923;16,2216;2.327;37.703
2014-12-18;15,7283;15,9848;15,7283;15,9848;3.828;60.776
2014-12-17;15,2813;15,2813;15,2813;15,2813;27;405
2014-12-16;15,3822;15,3822;15,2209;15,2209;371;5.674
2014-12-15;15,4831;15,5755;15,2407;15,2407;2.043;31.713
2014-12-12;15,6651;15,6651;15,4671;15,4671;1.750;27.229
2014-12-11;15,8585;15,9216;15,8585;15,9216;1.803;28.679
2014-12-10;15,9537;15,9537;15,7972;15,7972;1.654;26.184
2014-12-09;16,0354;16,0354;15,7127;15,7549;11.542;183.362
2014-12-08;16,2774;16,2774;16,1827;16,2249;2.137;34.637
2014-12-05;16,0917;16,2474;16,087;16,2474;1.358;21.919
2014-12-04;16,1602;16,1752;15,9285;15,9285;3.483;55.709
2014-12-03;16,0401;16,1536;16,0392;16,1536;586;9.423
2014-12-02;15,8628;16,0251;15,8628;16,0251;2.195;34.884
2014-12-01;15,9219;15,9219;15,80;15,80;1.547;24.504
2014-11-28;15,9351;15,9351;15,9351;15,9351;640;10.192
2014-11-27;15,9426;16,0411;15,9266;16,0411;901;14.378
2014-11-26;15,9191;15,9191;15,8572;15,8572;485;7.699
2014-11-25;15,9482;15,9904;15,9285;15,9285;1.588;25.337
2014-11-24;15,9895;15,9923;15,9435;15,9679;2.239;35.778
2014-11-21;15,7615;15,9951;15,7615;15,966;6.519;103.813
2014-11-20;15,6621;15,6912;15,633;15,6912;5.842;91.479
2014-11-19;15,6189;15,6677;15,6189;15,6677;634;9.915
2014-11-18;15,6827;15,845;15,6386;15,7146;1.051;16.499
2014-11-17;15,5495;15,7427;15,5495;15,7427;565;8.824
2014-11-14;15,7362;15,7362;15,6002;15,602;325;5.093
2014-11-13;15,7362;15,7362;15,5889;15,5889;2.144;33.582
2014-11-12;15,6743;15,678;15,6189;15,6189;394;6.173
2014-11-11;15,7503;15,7512;15,7503;15,7512;261;4.114
2014-11-10;15,6264;15,724;15,6124;15,7146;1.290;20.176
2014-11-07;15,6958;15,6958;15,6752;15,6752;320;5.017
2014-11-06;15,4867;15,6733;15,4867;15,6386;453;7.058
2014-11-05;15,4557;15,5251;15,4557;15,5251;2.345;36.384
2014-11-04;15,4097;15,4097;15,2803;15,3675;6.252;96.201
2014-11-03;15,421;15,4988;15,421;15,4782;861;13.313
2014-10-31;15,2549;15,3957;15,2549;15,3957;5.358;81.784
2014-10-30;15,133;15,133;15,0504;15,1217;437;6.592
2014-10-29;14,8966;14,9435;14,8788;14,9435;1.812;27.043
2014-10-28;14,7859;14,8506;14,7859;14,8506;1.322;19.568
2014-10-27;14,8413;14,8413;14,7756;14,7812;778;11.530
2014-10-24;14,7512;14,7512;14,7334;14,7353;1.492;21.995
2014-10-23;14,6687;14,8037;14,6687;14,7662;323;4.770
2014-10-22;14,6358;14,6358;14,6358;14,6358;320;4.681
2014-10-21;14,3338;14,481;14,3338;14,481;2.132;30.679
2014-10-20;14,2512;14,2531;14,1133;14,2315;3.846;54.571
2014-10-17;13,9623;14,239;13,9623;14,1649;1.663;23.526
2014-10-16;13,7897;13,9022;13,6987;13,9022;4.243;58.325
2014-10-15;14,2493;14,2493;13,7221;13,8291;6.311;89.297
2014-10-14;14,1274;14,2878;14,1274;14,2878;4.976;70.337
2014-10-13;14,2728;14,3788;14,2728;14,3685;5.756;82.679
2014-10-10;14,6208;14,6208;14,5758;14,5983;429;6.255
2014-10-09;14,5392;14,5392;14,5392;14,5392;373;5.425
2014-10-08;14,6274;14,8028;14,5401;14,8028;1.631;23.901
2014-10-07;14,8666;14,8666;14,7568;14,7568;659;9.751
2014-10-06;15,1124;15,1124;14,982;14,982;4.498;67.716
2014-10-03;14,7944;14,7944;14,7944;14,7944;1.066;15.771
2014-10-02;14,7709;14,7709;14,6799;14,6799;533;7.863
2014-10-01;14,9754;14,9754;14,7653;14,785;1.051;15.599
2014-09-30;14,9341;15,0495;14,9341;15,0007;11.001;165.401
2014-09-29;14,9126;14,9126;14,9126;14,9126;75;1.113
2014-09-26;14,8084;14,9904;14,8084;14,9904;326;4.889
2014-09-25;15,0261;15,0261;15,0261;15,0261;268;4.021
2014-09-24;14,7887;14,8525;14,7887;14,8403;996;14.746
2014-09-23;14,7653;14,8037;14,7653;14,8037;2.486;36.725
2014-09-22;14,9294;14,9294;14,8778;14,8778;1.482;22.100
2014-09-19;15,0251;15,0251;15,0148;15,0148;4.832;72.604
2014-09-17;14,7672;14,7672;14,7672;14,7672;2;31
2014-09-16;14,6471;14,7756;14,6471;14,7756;528;7.788
2014-09-15;14,6161;14,6818;14,6161;14,663;1.524;22.314
2014-09-12;14,7775;14,7775;14,7278;14,7278;999;14.727
2014-09-11;14,7278;14,7278;14,7278;14,7278;39;581
2014-09-10;14,7034;14,7475;14,7034;14,7381;959;14.142
2014-09-09;14,8441;14,8591;14,7718;14,7718;520;7.715
2014-09-08;14,8281;14,8281;14,8019;14,8131;2.634;39.040
2014-09-05;14,7278;14,7278;14,7278;14,7278;320;4.710
2014-09-04;14,7953;14,7953;14,7953;14,7953;320;4.732
2014-09-03;14,6021;14,6021;14,5505;14,5505;1.269;18.499
2014-09-02;14,6011;14,6011;14,5401;14,5401;165;2.407
2014-08-26;14,4332;14,4332;14,4332;14,4332;4.615;66.606
2014-08-22;14,3197;14,3197;14,3197;14,3197;258;3.694
2014-08-21;14,3178;14,3441;14,3178;14,3441;725;10.388
2014-08-20;14,3056;14,3056;14,3056;14,3056;213;3.050
2014-08-19;14,1593;14,1593;14,1593;14,1593;4.615;65.342
2014-08-15;13,9773;14,0139;13,9304;13,9304;5.686;79.451
2014-08-13;13,8319;13,8319;13,8319;13,8319;32;442
2014-08-12;13,8675;13,8675;13,8675;13,8675;107;1.478
2014-08-11;13,8366;13,8366;13,8366;13,8366;320;4.425
2014-08-07;13,6677;13,6677;13,6677;13,6677;85;1.166
2014-08-06;13,7428;13,7428;13,7428;13,7428;320;4.395
2014-08-05;13,7653;13,7653;13,7644;13,7644;231;3.184
2014-08-01;13,7053;13,7053;13,7053;13,7053;213;2.922
2014-07-31;13,8366;13,8366;13,7897;13,7897;853;11.780
2014-07-29;14,012;14,072;14,012;14,072;2.345;32.920
2014-07-25;14,0692;14,0692;14,0664;14,0664;119;1.679
2014-07-22;13,9557;13,9557;13,9557;13,9557;6;89
2014-07-18;13,9398;13,9398;13,9398;13,9398;179;2.496
2014-07-17;13,9285;13,9285;13,9285;13,9285;66;921
2014-07-15;13,8582;13,8582;13,8582;13,8582;98;1.359
2014-07-10;13,8084;13,8084;13,8084;13,8084;1.066;14.720
2014-07-07;13,9311;13,9311;13,9311;13,9311;359;4.997
2014-07-04;13,9097;13,9097;13,9097;13,9097;32;448
2014-06-25;13,6695;13,6695;13,6695;13,6695;11;147
