Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2016-02-08;28,425;28,425;28,425;28,425;;
2016-02-05;29,4643;29,4643;29,4643;29,4643;;
2016-02-04;29,7195;29,7195;29,7195;29,7195;;
2016-02-03;29,7742;29,7742;29,7742;29,7742;;
2016-02-02;30,2391;30,2391;30,2391;30,2391;;
2016-02-01;30,8773;30,8773;30,8773;30,8773;;
2016-01-29;30,932;30,932;30,932;30,932;;
2016-01-28;30,2574;30,2574;30,2574;30,2574;;
2016-01-27;30,7497;30,7497;30,7497;30,7497;;
2016-01-26;30,6403;30,6403;30,6403;30,6403;;
2016-01-25;30,3759;30,3759;30,3759;30,3759;;
2016-01-22;30,5673;30,5673;30,5673;30,5673;;
2016-01-21;29,6739;29,6739;29,6739;29,6739;;
2016-01-20;29,1178;29,1178;29,1178;29,1178;;
2016-01-19;30,0751;30,0751;30,0751;30,0751;;
2016-01-18;29,683;29,683;29,683;29,683;;
2016-01-15;29,7924;29,7924;29,7924;29,7924;;
2016-01-14;30,6585;30,6585;30,6585;30,6585;;
2016-01-13;31,1326;31,1326;31,1326;31,1326;;
2016-01-12;31,0049;31,0049;31,0049;31,0049;;
2016-01-11;30,7314;30,7314;30,7314;30,7314;;
2016-01-08;30,8317;30,8317;30,8317;30,8317;;
2016-01-07;31,2967;31,2967;31,2967;31,2967;;
2016-01-06;32,0077;32,0077;32,0077;32,0077;;
2016-01-05;32,418;32,418;32,418;32,418;;
2016-01-04;32,2083;32,2083;32,2083;32,2083;;
2015-12-30;33,2111;33,2111;33,2111;33,2111;;
2015-12-29;33,3934;33,3934;33,3934;33,3934;;
2015-12-28;32,9285;32,9285;32,9285;32,9285;;
2015-12-23;33,0926;33,0926;33,0926;33,0926;;
2015-12-22;32,2265;32,2265;32,2265;32,2265;;
2015-12-21;32,2539;32,2539;32,2539;32,2539;;
2015-12-18;32,6185;32,6185;32,6185;32,6185;;
2015-12-17;32,9467;32,9467;32,9467;32,9467;;
2015-12-16;32,5456;32,5456;32,5456;32,5456;;
2015-12-15;32,4636;32,4636;32,4636;32,4636;;
2015-12-14;31,5627;31,5627;31,5627;31,5627;;
2015-12-11;32,1252;32,1252;32,1252;32,1252;;
2015-12-09;32,8782;32,8782;32,8782;32,8782;;
2015-12-08;33,0233;33,0233;33,0233;33,0233;;
2015-12-07;33,6312;33,6312;33,6312;33,6312;;
2015-12-04;33,4588;33,4588;33,4588;33,4588;;
2015-12-03;33,5949;33,5949;33,5949;33,5949;;
2015-12-02;34,6836;34,6836;34,6836;34,6836;;
2015-12-01;34,6836;34,6836;34,6836;34,6836;;
2015-11-30;34,7924;34,7924;34,7924;34,7924;;
2015-11-27;34,6382;34,6382;34,6382;34,6382;;
2015-11-25;34,3842;34,3842;34,3842;34,3842;;
2015-11-24;33,9033;33,9033;33,9033;33,9033;;
2015-11-20;34,4658;34,4658;34,4658;34,4658;;
2015-11-19;34,3932;34,3932;34,3932;34,3932;;
2015-11-18;34,2299;34,2299;34,2299;34,2299;;
2015-11-17;34,2753;34,2753;34,2753;34,2753;;
2015-11-16;33,4406;33,4406;33,4406;33,4406;;
2015-11-13;33,3409;33,3409;33,3409;33,3409;;
2015-11-12;33,613;33,613;33,613;33,613;;
2015-11-11;34,1483;34,1483;34,1483;34,1483;;
2015-11-10;33,9306;33,9306;33,9306;33,9306;;
2015-11-09;33,8943;33,8943;33,8943;33,8943;;
2015-11-05;34,1574;34,1574;34,1574;34,1574;;
2015-11-04;34,2844;34,2844;34,2844;34,2844;;
2015-11-03;34,112;34,112;34,112;34,112;;
2015-10-30;33,8398;33,8398;33,8398;33,8398;;
2015-10-28;33,867;33,867;33,867;33,867;;
2015-10-27;33,5223;33,5223;33,5223;33,5223;;
2015-10-26;33,8761;33,8761;33,8761;33,8761;;
2015-10-23;34,0122;34,0122;34,0122;34,0122;;
2015-10-21;32,6695;32,6695;32,6695;32,6695;;
2015-10-20;32,6786;32,6786;32,6786;32,6786;;
2015-10-19;32,8056;32,8056;32,8056;32,8056;;
2015-10-16;32,7149;32,7149;32,7149;32,7149;;
2015-10-14;32,0526;32,0526;32,0526;32,0526;;
2015-10-13;32,2885;32,2885;32,2885;32,2885;;
2015-10-12;32,5878;32,5878;32,5878;32,5878;;
2015-10-09;32,6876;32,6876;32,6876;32,6876;;
2015-10-08;32,5788;32,5788;32,5788;32,5788;;
2015-10-06;32,4608;32,4608;32,4608;32,4608;;
2015-10-05;32,2703;32,2703;32,2703;32,2703;;
2015-10-02;31,3268;31,3268;31,3268;31,3268;;
2015-09-30;31,3177;31,3177;31,3177;31,3177;;
2015-09-28;30,7643;30,7643;30,7643;30,7643;;
2015-09-25;31,4538;31,4538;31,4538;31,4538;;
2015-09-24;30,5829;30,5829;30,5829;30,5829;;
2015-09-22;31,2089;31,2089;31,2089;31,2089;;
2015-09-21;32,2159;32,2159;32,2159;32,2159;;
2015-09-18;31,9346;31,9346;31,9346;31,9346;;
2015-09-17;32,5153;32,5153;32,5153;32,5153;;
2015-09-16;32,5788;32,5788;32,5788;32,5788;;
2015-09-14;31,8274;31,8274;31,8274;31,8274;;
2015-09-11;32,0249;32,0249;32,0249;32,0249;;
2015-09-10;32,3571;32,3571;32,3571;32,3571;;
2015-09-09;32,7342;32,7342;32,7342;32,7342;;
2015-09-08;32,3122;32,3122;32,3122;32,3122;;
2015-09-07;31,9351;31,9351;31,9351;31,9351;;
2015-09-04;31,7735;31,7735;31,7735;31,7735;;
2015-09-03;32,5995;32,5995;32,5995;32,5995;;
2015-09-02;31,8453;31,8453;31,8453;31,8453;;
2015-09-01;31,7555;31,7555;31,7555;31,7555;;
2015-08-31;32,6444;32,6444;32,6444;32,6444;;
2015-08-28;32,6893;32,6893;32,6893;32,6893;;
2015-08-27;32,5995;32,5995;32,5995;32,5995;;
2015-08-25;32,0608;32,0608;32,0608;32,0608;;
2015-08-24;30,768;30,768;30,768;30,768;;
2015-08-21;32,5007;32,5007;32,5007;32,5007;;
2015-08-20;33,5961;33,5961;33,5961;33,5961;;
2015-08-19;34,2963;34,2963;34,2963;34,2963;;
2015-08-17;34,835;34,835;34,835;34,835;;
2015-08-14;34,7453;34,7453;34,7453;34,7453;;
2015-08-12;34,3951;34,3951;34,3951;34,3951;;
2015-08-11;35,3558;35,3558;35,3558;35,3558;;
2015-08-07;35,67;35,67;35,67;35,67;;
2015-08-05;36,2626;36,2626;36,2626;36,2626;;
2015-08-04;35,7957;35,7957;35,7957;35,7957;;
2015-08-03;35,8585;35,8585;35,8585;35,8585;;
2015-07-31;35,5712;35,5712;35,5712;35,5712;;
2015-07-30;35,5623;35,5623;35,5623;35,5623;;
2015-07-29;35,3647;35,3647;35,3647;35,3647;;
2015-07-27;34,6375;34,6375;34,6375;34,6375;;
2015-07-24;35,4186;35,4186;35,4186;35,4186;;
2015-07-23;35,7328;35,7328;35,7328;35,7328;;
2015-07-22;35,9304;35,9304;35,9304;35,9304;;
2015-07-20;36,5139;36,5139;36,5139;36,5139;;
2015-07-17;36,4062;36,4062;36,4062;36,4062;;
2015-07-16;36,3882;36,3882;36,3882;36,3882;;
2015-07-14;35,7508;35,7508;35,7508;35,7508;;
2015-07-13;35,5802;35,5802;35,5802;35,5802;;
2015-07-10;34,8979;34,8979;34,8979;34,8979;;
2015-07-08;33,4614;33,4614;33,4614;33,4614;;
2015-07-07;33,4524;33,4524;33,4524;33,4524;;
2015-07-06;33,9821;33,9821;33,9821;33,9821;;
2015-07-03;34,4041;34,4041;34,4041;34,4041;;
2015-07-02;34,5836;34,5836;34,5836;34,5836;;
2015-07-01;34,7273;34,7273;34,7273;34,7273;;
2015-06-30;34,2155;34,2155;34,2155;34,2155;;
2015-06-29;34,6465;34,6465;34,6465;34,6465;;
2015-06-26;35,6072;35,6072;35,6072;35,6072;;
2015-06-24;35,6431;35,6431;35,6431;35,6431;;
2015-06-23;35,7777;35,7777;35,7777;35,7777;;
2015-06-22;35,3647;35,3647;35,3647;35,3647;;
2015-06-19;34,5836;34,5836;34,5836;34,5836;;
2015-06-18;34,458;34,458;34,458;34,458;;
2015-06-17;34,4131;34,4131;34,4131;34,4131;;
2015-06-16;34,5657;34,5657;34,5657;34,5657;;
2015-06-15;34,3412;34,3412;34,3412;34,3412;;
2015-06-12;34,9083;34,9083;34,9083;34,9083;;
2015-06-11;35,2277;35,2277;35,2277;35,2277;;
2015-06-10;35,0147;35,0147;35,0147;35,0147;;
2015-06-08;34,5356;34,5356;34,5356;34,5356;;
2015-06-05;34,8461;34,8461;34,8461;34,8461;;
2015-06-03;35,4584;35,4584;35,4584;35,4584;;
2015-06-02;35,5028;35,5028;35,5028;35,5028;;
2015-06-01;35,8666;35,8666;35,8666;35,8666;;
2015-05-29;35,7956;35,7956;35,7956;35,7956;;
2015-05-28;36,4256;36,4256;36,4256;36,4256;;
2015-05-27;36,5853;36,5853;36,5853;36,5853;;
2015-05-26;36,115;36,115;36,115;36,115;;
2015-05-21;36,47;36,47;36,47;36,47;;
2015-05-20;36,328;36,328;36,328;36,328;;
2015-05-18;35,5738;35,5738;35,5738;35,5738;;
2015-05-15;35,3963;35,3963;35,3963;35,3963;;
2015-05-13;35,2898;35,2898;35,2898;35,2898;;
2015-05-12;35,3342;35,3342;35,3342;35,3342;;
2015-05-11;35,7867;35,7867;35,7867;35,7867;;
2015-05-08;35,6448;35,6448;35,6448;35,6448;;
2015-05-07;34,6421;34,6421;34,6421;34,6421;;
2015-05-06;34,5799;34,5799;34,5799;34,5799;;
2015-05-05;34,7752;34,7752;34,7752;34,7752;;
2015-05-04;35,2809;35,2809;35,2809;35,2809;;
2015-04-30;35,1656;35,1656;35,1656;35,1656;;
2015-04-29;35,2809;35,2809;35,2809;35,2809;;
2015-04-28;36,0707;36,0707;36,0707;36,0707;;
2015-04-27;36,6031;36,6031;36,6031;36,6031;;
2015-04-24;36,257;36,257;36,257;36,257;;
2015-04-23;36,1328;36,1328;36,1328;36,1328;;
2015-04-22;36,2659;36,2659;36,2659;36,2659;;
2015-04-21;36,2748;36,2748;36,2748;36,2748;;
2015-04-20;36,0618;36,0618;36,0618;36,0618;;
2015-04-17;35,7512;35,7512;35,7512;35,7512;;
2015-04-16;36,3901;36,3901;36,3901;36,3901;;
2015-04-15;36,6475;36,6475;36,6475;36,6475;;
2015-04-14;36,4434;36,4434;36,4434;36,4434;;
2015-04-13;36,5942;36,5942;36,5942;36,5942;;
2015-04-10;36,5321;36,5321;36,5321;36,5321;;
2015-04-09;36,1949;36,1949;36,1949;36,1949;;
2015-04-08;35,7956;35,7956;35,7956;35,7956;;
2015-04-02;35,1745;35,1745;35,1745;35,1745;;
2015-04-01;35,2277;35,2277;35,2277;35,2277;;
2015-03-31;35,1123;35,1123;35,1123;35,1123;;
2015-03-30;35,3342;35,3342;35,3342;35,3342;;
2015-03-27;34,9526;34,9526;34,9526;34,9526;;
2015-03-26;34,855;34,855;34,855;34,855;;
2015-03-25;35,1478;35,1478;35,1478;35,1478;;
2015-03-24;35,5471;35,5471;35,5471;35,5471;;
2015-03-20;35,6625;35,6625;35,6625;35,6625;;
2015-03-18;35,1656;35,1656;35,1656;35,1656;;
2015-03-17;35,0502;35,0502;35,0502;35,0502;;
2015-03-16;35,3076;35,3076;35,3076;35,3076;;
2015-03-13;34,9889;34,9889;34,9889;34,9889;;
2015-03-12;34,8739;34,8739;34,8739;34,8739;;
2015-03-11;34,8739;34,8739;34,8739;34,8739;;
2015-03-10;34,3693;34,3693;34,3693;34,3693;;
2015-03-09;34,6703;34,6703;34,6703;34,6703;;
2015-03-06;34,7588;34,7588;34,7588;34,7588;;
2015-03-05;34,7234;34,7234;34,7234;34,7234;;
2015-03-03;34,148;34,148;34,148;34,148;;
2015-03-02;34,4401;34,4401;34,4401;34,4401;;
2015-02-27;34,5287;34,5287;34,5287;34,5287;;
2015-02-26;34,387;34,387;34,387;34,387;;
2015-02-24;34,0772;34,0772;34,0772;34,0772;;
2015-02-23;33,8914;33,8914;33,8914;33,8914;;
2015-02-20;33,6435;33,6435;33,6435;33,6435;;
2015-02-18;33,4665;33,4665;33,4665;33,4665;;
2015-02-17;33,1656;33,1656;33,1656;33,1656;;
2015-02-13;33,1744;33,1744;33,1744;33,1744;;
2015-02-12;32,9708;32,9708;32,9708;32,9708;;
2015-02-11;32,723;32,723;32,723;32,723;;
2015-02-10;32,8027;32,8027;32,8027;32,8027;;
2015-02-06;32,8381;32,8381;32,8381;32,8381;;
2015-02-05;32,7584;32,7584;32,7584;32,7584;;
2015-02-03;32,5637;32,5637;32,5637;32,5637;;
2015-02-02;32,2981;32,2981;32,2981;32,2981;;
2015-01-30;32,2716;32,2716;32,2716;32,2716;;
2015-01-29;32,4309;32,4309;32,4309;32,4309;;
2015-01-28;32,4575;32,4575;32,4575;32,4575;;
2015-01-26;32,7407;32,7407;32,7407;32,7407;;
2015-01-23;32,5637;32,5637;32,5637;32,5637;;
2015-01-22;31,9972;31,9972;31,9972;31,9972;;
2015-01-20;31,2891;31,2891;31,2891;31,2891;;
2015-01-19;31,0501;31,0501;31,0501;31,0501;;
2015-01-16;30,9793;30,9793;30,9793;30,9793;;
2015-01-15;30,6341;30,6341;30,6341;30,6341;;
2015-01-14;29,8552;29,8552;29,8552;29,8552;;
2015-01-13;30,2889;30,2889;30,2889;30,2889;;
2015-01-12;29,8641;29,8641;29,8641;29,8641;;
2015-01-09;29,6959;29,6959;29,6959;29,6959;;
2015-01-08;30,0853;30,0853;30,0853;30,0853;;
2015-01-07;29,2887;29,2887;29,2887;29,2887;;
2015-01-05;29,3595;29,3595;29,3595;29,3595;;
2015-01-02;29,9968;29,9968;29,9968;29,9968;;





